lat,lon
37.91541989864466,-122.33428410106235
37.91541985961582,-122.3342839172672
37.9154198204521,-122.33428373394253
37.91541973453974,-122.33428354290426
37.91541969257781,-122.3342833586963
37.91541965042445,-122.33428317459409
37.91541960742491,-122.33428299025161
37.915419563943516,-122.33428280567392
37.91541954267133,-122.33428263529066
37.915419498541496,-122.33428244578757
37.915419454442606,-122.33428225530716
37.915419409918506,-122.33428206349933
37.91541936476734,-122.33428187033697
37.91541938631105,-122.33428173332963
37.91541934195189,-122.33428154108707
37.915419296978584,-122.3342813476244
37.9154192516881,-122.33428115371056
37.915419205365104,-122.33428095904038
37.91541915794763,-122.33428076372206
37.915419136887216,-122.33428069024258
37.915419087846175,-122.33428049821168
37.91541903882437,-122.33428030627454
37.915418990228424,-122.33428011468747
37.91541892931948,-122.33428001004201
37.91541887915487,-122.33427981927638
37.91541882873732,-122.3342796287925
37.915418777386606,-122.33427943865607
37.91541872544079,-122.33427924860008
37.915418687479836,-122.33427912340943
37.91541863615939,-122.33427893396733
37.91541858459194,-122.33427874466888
37.91541853297714,-122.33427855543293
37.915418481681684,-122.33427836596853
37.915418450609316,-122.33427819250701
37.91541839972087,-122.33427800172645
37.915418348584794,-122.33427781161429
37.9154182977362,-122.33427762133667
37.91541824746648,-122.33427742895599
37.91541818522684,-122.33427705579422
37.91541813347404,-122.33427685786596
37.91541808160558,-122.33427666016723
37.91541802973514,-122.33427646277332
37.91541797778941,-122.3342762652342
37.915417926590976,-122.33427606900085
37.91541787510189,-122.33427587132184
37.91541782334186,-122.33427567350104
37.915417771121625,-122.33427547549118
37.91541771892744,-122.3342752773674
37.91541765168656,-122.33427515177165
37.91541759794604,-122.33427495516506
37.915417543622596,-122.33427475829653
37.91541748855971,-122.33427456137666
37.91541743270206,-122.3342743645109
37.91541737612276,-122.33427416761566
37.91541736017838,-122.33427406358778
37.91541730490884,-122.33427386888238
37.91541724926666,-122.33427367426695
37.915417192899056,-122.33427347988054
37.91541713649495,-122.33427328548724
37.91541708029897,-122.33427309061031
37.91541714683694,-122.33427300990076
37.915417093753724,-122.33427281423405
37.915417039835035,-122.33427261887428
37.915416984953524,-122.33427242409485
37.91541692968011,-122.3342722291138
37.91541686472837,-122.33427202366106
37.91541680816351,-122.33427182455893
37.91541675064154,-122.33427162415616
37.915416692402715,-122.33427142258775
37.91541663377258,-122.33427122000326
37.91541655054057,-122.3342710271592
37.91541648848579,-122.3342708219428
37.91541642534342,-122.33427061554035
37.9154163619209,-122.33427040800426
37.91541633340096,-122.33427024651277
37.915416270251704,-122.33427003707384
37.915416206258186,-122.33426982688886
37.915416141624675,-122.33426961540948
37.9154160766796,-122.33426940250352
37.91541608550462,-122.33426929631972
37.91541602233073,-122.33426908534332
37.91541595828132,-122.3342688735245
37.915415893661525,-122.33426866075011
37.91541582861957,-122.33426844717427
37.91541576293844,-122.33426823308059
37.915415705587584,-122.33426811838913
37.91541563925864,-122.33426790537861
37.91541557291479,-122.33426769212018
37.91541550550744,-122.33426747624534
37.91541543871057,-122.334267262383
37.915415391389566,-122.33426705834597
37.915415324550146,-122.33426684320176
37.91541525829288,-122.33426662745487
37.915415193270356,-122.33426641141503
37.91541516563237,-122.33426618399395
37.91541510353021,-122.33426596638218
37.915415041400664,-122.33426574925929
37.91541497995361,-122.33426553329713
37.9154149190219,-122.33426531786544
37.915414927956874,-122.33426512954539
37.91541487335716,-122.33426491723438
37.91541481901917,-122.33426470590112
37.91541476500881,-122.33426449592406
37.91541471132135,-122.33426428711729
37.915414657904684,-122.33426407875619
37.9154145456277,-122.33426386071969
37.91541448872524,-122.33426364622206
37.9154144305539,-122.33426343362711
37.91541437050948,-122.33426322278066
37.91541431059748,-122.33426301228637
37.9154142308322,-122.334262852494
37.91541417492156,-122.33426263976379
37.915414119660134,-122.33426242612296
37.91541406323523,-122.33426221217323
37.91541400509661,-122.33426199829113
37.91541393153858,-122.33426181120187
37.91541387231857,-122.33426159702238
37.915413814298205,-122.33426138219787
37.915413757604135,-122.33426116702795
37.915413699643864,-122.33426079473044
37.91541364664012,-122.33426058404538
37.91541354278639,-122.33426016607106
37.91541340612024,-122.33425985104748
37.915413306902686,-122.33425944326517
37.91541301006207,-122.3342584020716
37.915412764057066,-122.33425749506617
37.91541249160755,-122.33425619430862
37.91541227070013,-122.33425516703164
37.9154120806255,-122.33425434708747
37.915412031526266,-122.33425413913871
37.915411982594364,-122.3342539317237
37.91541193335025,-122.3342537246509
37.915411861668076,-122.33425350277274
37.91541181111479,-122.334253295735
37.9154117610291,-122.33425308824751
37.915411711320395,-122.33425288046226
37.91541166139445,-122.33425267265288
37.915411611925585,-122.33425249287086
37.91540943559709,-122.33424482541433
37.915409010065844,-122.33424351738053
37.91540846735057,-122.33424165801264
37.91540784550869,-122.33423942585969
37.915407482802756,-122.33423809649649
37.9154068260924,-122.33423569610969
37.91540638425876,-122.33423389574192
37.915406011177616,-122.33423208610957
37.91540592115373,-122.33423193047311
37.91540586999323,-122.33423170450489
37.91540581887076,-122.3342314775336
37.915405768146016,-122.3342312494491
37.915405718264516,-122.3342310200384
37.91540566997859,-122.33423085747648
37.915405621817875,-122.33423062999522
37.915405573941484,-122.33423040232562
37.915405526369135,-122.33423017428825
37.91540547942404,-122.33422994626723
37.91540544281558,-122.33422973213408
37.915405397795844,-122.33422950142918
37.91540535290264,-122.33422927078236
37.91540530785739,-122.33422904041167
37.91540526253435,-122.3342288104195
37.91540520968962,-122.33422858365738
37.91540514394268,-122.33422837461629
37.9154050970851,-122.33422814504698
37.91540505079688,-122.33422791637017
37.91540500591856,-122.33422768922296
37.91540496966997,-122.33422747199569
37.91540492842737,-122.33422724421713
37.9154048885249,-122.33422701789604
37.91540484939341,-122.33422679335715
37.91540481022872,-122.33422657067791
37.91540477329804,-122.33422634333311
37.915404731273625,-122.3342261273302
37.91540469301643,-122.33422590695108
37.91540465550702,-122.33422568758151
37.915404618680604,-122.3342254697412
37.915404560892306,-122.33422524800822
37.915404466858405,-122.33422500402266
37.91540442480054,-122.33422478658403
37.91540438274563,-122.33422457076655
37.91540434143667,-122.33422435726368
37.91540431528694,-122.33422414072803
37.915404285962474,-122.33422395075154
37.91540424719356,-122.33422373889229
37.915404208660775,-122.33422352815185
37.91540417056564,-122.33422331826623
37.915404132764486,-122.33422310901845
37.91540410857178,-122.33422299628843
37.91540407160094,-122.33422279277488
37.915404034975,-122.33422258984932
37.915403998883995,-122.33422238730276
37.915403962646764,-122.33422218495956
37.91540391319172,-122.33422204579561
37.91540387403748,-122.33422184649457
37.915403833571865,-122.33422164810744
37.91540379220853,-122.33422145029213
37.91540374247683,-122.33422125539782
37.91540373178407,-122.33422104774142
37.91540369241829,-122.33422084780473
37.91540365367662,-122.3342206474979
37.91540361522422,-122.33422044683421
37.915403572308534,-122.33422025191275
37.91540359617941,-122.33422002567134
